Rank,Metropolitan Area,State,Investment Score (v2),Appreciation Score,Cash Flow Score,Boom Score (Legacy v1),Median Home Value,Price-to-Income Ratio,1-Year Price Change (%),3-Year Price CAGR (%),Indian Pop (2018),Indian Pop (2023),Indian Pop CAGR (%),Tech Wage CAGR (%),Latest Tech Wages ($),Tech Employment,Median Income,Supply Constraint (0-100),Price Momentum (0-100),Affordability Gap (0-100),Price-to-Rent (0-100),Rent Growth (0-100),Unemployment Rate (%),Zillow Home Value,Zillow Monthly Rent,Price-to-Rent Ratio,1-Year Rent Change (%),Net Migration (Households),Avg AGI Inflow ($K),AGI Ratio (In/Out),Migration Score (0-100)
60,"Raleigh-Cary, NC Metro Area",NC,45.23658063338195,52.937232556703385,37.53592871006052,67.56725539228991,381000,3.966023358940728,-2.5677427785340106,-0.07216483095030535,482,52168,155.1945703005628,21.161912829752506,905040873,22952,96066,16.562554225229913,34.55334011804976,49.28261081091889,35.23807942872597,34.46366714634476,3.7,431547.1310450203,1679.7329000007749,21.40951154817636,0.030732474087491884,8945.0,97.8048275862069,1.0773663148359747,78.64665020169042
61,"Durham-Chapel Hill, NC Metro Area",NC,44.88900939970084,50.24688489950319,39.53113389989848,53.7556024252344,359400,4.436106002443932,-1.1501930482488367,1.39933448763494,154,7553,117.83103389067948,-7.717606795054621,27496850,590,81017,14.688530279368383,47.608025687251924,39.7970966317291,39.8227609906743,45.18709757109602,3.7,405874.9377010208,1668.28229618196,20.27409363061178,0.8864327216625238,2041.0,107.55267273898242,0.9109229153176627,72.73718535736215
62,"Modesto, CA Metro Area",CA,44.67796676830146,49.86632872238888,39.48960481421405,66.7831284535418,426600,5.355192628764389,-1.1844681933078565,1.6231932872251553,39,9505,200.17706215826948,5.690797071296605,6781250,302,79661,20.51882699982648,48.089702079680514,26.06226694623916,48.38086522336392,50.162430028430215,5.6,458194.85762039205,2069.777228163993,18.44783307214646,1.2834505645425665,-2142.0,52.720127795527155,0.5933357228802486,70.35897908469063
63,"Salt Lake City-Murray, UT Metro Area",UT,44.49805360930637,56.370455517896026,32.625651700716716,43.23808844025793,478200,5.031300962701878,1.4654300197036134,1.538733746640153,1036,9349,55.267686085787005,14.98655589223652,925910691,23142,95045,24.9956619816068,63.78009607775917,30.329911335258043,14.736884144742355,42.063320330517826,3.4,551355.9029673894,1608.632747052509,28.562346086432537,0.6371638914230611,-52.0,79.86726569608736,0.9188595484152129,71.28830155869578
64,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",DC,43.19279988336628,45.46120149115614,40.92439827557642,24.7284053641576,553000,4.463420933686318,-0.09725520244875153,2.5780217341236256,9340,181121,80.93575052609081,-100.0,0,0,123896,31.48533749783099,57.56818710229824,39.30734691367258,40.721224174886714,38.15941189454033,6.2,567339.7383089144,2356.192831352172,20.065552741118722,0.32564273794351234,-13344.0,101.01325504779687,0.8289819937508559,62.91995059654833
65,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",CA,43.12846903259131,51.97166165888933,34.2852764062933,38.675781959540856,768400,7.15942866193968,-1.2451910662564067,2.4280588817307436,585,10734,78.94564975637401,-6.580354494912832,141497337,3301,107327,50.17352073572792,50.197785541090774,9.355833959172728,25.32124005631326,44.83558225345961,5.6,859803.7530404348,2941.2523969808244,24.36047747106577,0.8583827663391214,-5182.0,106.4272417707151,0.9512372176366378,67.57940506155387
66,"Sacramento-Roseville-Folsom, CA Metro Area",CA,42.86508340934405,45.21880750079494,40.51135931789317,49.63818434716811,559000,5.947694337454514,-2.3373882505407595,0.19960760373392006,1766,54732,98.72391011481851,-0.873389099661015,302494748,9908,93986,32.00589970501475,36.77509710304203,19.45822667599695,36.60348482139194,59.57582390569202,5.6,567351.9379216317,2245.1653798158836,21.058283093610306,2.0346134995583967,-11928.0,96.03551387500961,1.0569347385712515,61.745950059972834
67,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",TN,41.73168266916771,46.06449105599967,37.398874282335754,24.402574867575446,376800,4.567328088825319,-0.5165120473269142,0.51689833997135,1206,16160,68.04237453027878,-100.0,0,0,82499,16.198160680201283,48.71022953765443,37.497844182464505,37.0625069593163,39.479089832356465,3.6,447624.26734023733,1781.1398599573934,20.942781146476285,0.4309494069271709,12441.0,121.54428356749278,1.2784152592535802,83.40874969392044
68,"Riverside-San Bernardino-Ontario, CA Metro Area",CA,41.70857824997729,43.649944736449655,39.767211763504925,46.80696596807365,493600,5.737466727109995,-2.4318899161697263,1.3173849679129157,4873,34999,48.33780381851744,6.398215231236004,99763487,4005,86031,26.331771646711783,39.64152950462736,21.64530721751231,44.98989636763076,51.29765407467327,5.6,574942.5886989891,2504.458087104651,19.13063853544952,1.3740383204141529,-22299.0,73.65317894193105,0.9743738022666969,54.81640576764304
69,"Jacksonville, FL Metro Area",FL,41.54645113938469,41.521664211449206,41.57123806732018,34.33716763128725,308900,4.011011127991378,-3.1192680075062764,-1.4973496356439409,652,16974,91.91429299383161,-100.0,0,0,77013,10.307131702238417,26.853667058282767,48.278621320901976,54.85705148978779,37.01068224200981,3.9,345365.173427512,1666.4426857386811,17.27057963964832,0.23397727184431397,11615.0,114.19168570123344,1.5515432981510506,85.01675969431845
70,"San Diego-Chula Vista-Carlsbad, CA Metro Area",CA,41.404417517777745,50.0550641939356,32.75377084161988,41.54893509504827,791600,7.739160189666129,-2.377642301207288,3.1856975671287646,2782,44507,74.10620095145501,6.02744395279875,1045553420,24246,102285,52.18636127017179,45.70990346372429,5.641349364426247,21.100384476185614,48.77096158648712,5.6,910767.7883274832,2932.8137186776544,25.878669078299826,1.1724152108263444,-12954.0,94.86442921663293,0.9497043156701833,61.9774158579792
71,"Merced, CA Metro Area",CA,41.341086366923776,46.84332491664517,35.83884781720238,57.5876378942419,368400,5.663858311296968,-2.0611423139889906,1.0474523102799393,185,5925,100.03377237612372,7.689824992223371,645244,50,65044,15.469373590144023,41.04351136873516,22.449460344147205,54.00935060107245,40.38185635231261,5.6,412344.0865572055,1973.0071884384383,17.416057789579927,0.5029876916952508,-821.0,46.83355006501951,0.8780876444906022,70.77687041641276
72,"Phoenix-Mesa-Chandler, AZ Metro Area",AZ,40.88822200298632,50.44190830931971,31.334535696652928,53.3911672915273,401400,4.73891125461908,-3.017387966333521,-0.7847375221788244,2943,59984,82.74648493014524,7.7249874991728085,1393633663,38010,84703,18.332465729654693,29.656950212290575,34.68349658853471,36.40128623314464,25.408328894168452,4.2,441999.2314755253,1744.8614541383413,21.109566723632135,-0.6918586070629845,14451.0,105.7234286500493,1.1749902110700285,84.22552944405606
73,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",OR,40.70240349120223,48.77748155208239,32.62732543032207,38.51171970449257,526500,5.567128038657968,-1.4423552202390615,0.44471375218984033,2390,27370,62.845356510442386,-14.741733504603694,533935572,13875,94573,29.18618774943606,42.91565731838386,23.53854757441269,24.096103247202656,47.237060701278814,5.2,536763.5651409285,1804.916208971437,24.782478473373406,1.050014139971376,1175.0,96.28249201016143,0.9201767547769831,72.14608601880346
74,"Las Vegas-Henderson-North Las Vegas, NV Metro Area",NV,40.53513264844072,50.60598602510119,30.46427927178026,43.9971064397108,400800,5.427584806012594,-2.2168140579839646,1.2131721850979993,5691,13428,18.731115854687232,7.0093823998719,363255871,9631,73845,18.28040950893632,40.6158139807955,25.17806031527472,39.05690120888985,34.72611175384687,5.3,426817.4337854017,1738.8209299673626,20.455309036787597,0.05167483177705509,9044.0,109.41462608152543,1.353388437697115,80.62436392420412
75,"Denver-Aurora-Centennial, CO Metro Area",CO,38.76773644381284,48.11603455671833,29.419438330907337,39.43522413362935,570300,5.572655585847038,-3.130354393046679,-0.6020201066849862,2517,25481,58.879055896683184,-5.6092283917624215,2194636608,50810,102339,32.98629186187749,29.538537999702726,23.475294317730803,24.42912997016421,22.062561814292874,4.1,559323.4180925377,1889.6322025745355,24.666326482762347,-0.9588416157809562,6094.0,100.79523390594373,1.0258943480537306,76.07460639665419
76,"San Antonio-New Braunfels, TX Metro Area",TX,38.5305628386393,40.42938010859242,36.63174556868618,36.372211182354604,258700,3.4819710082506696,-2.5818966667872942,-2.529779807634258,1171,18437,73.55082085436311,-100.0,0,0,74297,5.951761235467639,26.915200842900195,61.726489228473994,59.16604334360537,18.767443839777577,4.1,274977.01213175553,1383.1448614639376,16.56713743398242,-1.2217829652276355,8730.0,77.89022304098954,0.9316563841279986,77.50418088834249
77,"Los Angeles-Long Beach-Anaheim, CA Metro Area",CA,37.85284633150724,44.536748797831976,31.1689438651825,34.509849192814976,825300,8.824378508420208,-1.3984305992873232,2.9259257514154147,28797,161052,41.09894781560097,-3.2770519687978505,3080705640,63279,93525,55.11018566718723,50.80550948151347,0.0,18.88978071838645,52.36473107247167,5.6,932886.2424506668,2905.9865194707454,26.751851628816496,1.4591881292934226,-41560.0,109.42171332927572,0.9043636906303957,42.76794796894092
78,"Austin-Round Rock-San Marcos, TX Metro Area",TX,34.71640157408673,44.395917130802864,25.036886017370602,55.92292559273742,434800,4.453184211065364,-5.581592921145434,-5.412617253256302,1220,64692,121.25757564175159,2.136779750724438,3045317197,59240,97638,21.23026201631095,0.0,39.490184834188014,32.406013416948014,0.0,4.1,422294.2294924664,1586.8535916968667,22.1767061404877,-2.7193733541185763,15919.0,159.27234362226298,1.2124000648294138,85.98853632748954
79,"Louisville/Jefferson County, KY-IN Metro Area",KY,,52.6796580578812,,,236400,3.2953705897932726,,,1030,8587,52.827267322874015,-6.250695004240303,196214022,7142,71737,4.017005032101336,50.23058457549184,67.49982804389991,,34.07853514645155,4.7,,,,,300.0,73.59838324453426,0.8589117992872471,71.5203800291499
